sub_id	entry	is_head	page_start	page_end	n_pages	source	start_confidence	end_confidence	warning
10801561-5	1561	0	229	230	2	anchor	unknown	uncertain	page_end extended from 229 to 230: text_position did not indicate a real ending on page 229, and no other block won any page in between, so it must finish no earlier than the page where '10801561-6' starts.
10801581-1	1581	0	232	233	2	anchor	unknown	uncertain	page_end extended from 232 to 233: text_position did not indicate a real ending on page 232, and no other block won any page in between, so it must finish no earlier than the page where '10801581-2' starts.
10801586-3	1586	0	233	234	2	anchor	unknown	uncertain	page_end extended from 233 to 234: text_position did not indicate a real ending on page 233, and no other block won any page in between, so it must finish no earlier than the page where '10801586-4' starts.
10801591-1	1591	0	234	235	2	anchor	unknown	uncertain	page_end extended from 234 to 235: text_position did not indicate a real ending on page 234, and no other block won any page in between, so it must finish no earlier than the page where '10801591-2' starts.
10801608-3	1608	0	236	237	2	anchor	unknown	uncertain	page_end extended from 236 to 237: text_position did not indicate a real ending on page 236, and no other block won any page in between, so it must finish no earlier than the page where '10801608-4' starts.
10801617-1	1617	0	237	238	2	anchor	unknown	uncertain	page_end extended from 237 to 238: text_position did not indicate a real ending on page 237, and no other block won any page in between, so it must finish no earlier than the page where '10801618-0' starts.
10801628-1	1628	0	238	239	2	anchor	unknown	uncertain	page_end extended from 238 to 239: text_position did not indicate a real ending on page 238, and no other block won any page in between, so it must finish no earlier than the page where '10801629-0' starts.
10801644-1	1644	0	241	242	2	anchor	unknown	uncertain	page_end extended from 241 to 242: text_position did not indicate a real ending on page 241, and no other block won any page in between, so it must finish no earlier than the page where '10801644-2' starts.
10801649-1	1649	0	242	243	2	anchor	unknown	uncertain	page_end extended from 242 to 243: text_position did not indicate a real ending on page 242, and no other block won any page in between, so it must finish no earlier than the page where '10801649-2' starts.
10801656-1	1656	0	243	244	2	anchor	unknown	uncertain	page_end extended from 243 to 244: text_position did not indicate a real ending on page 243, and no other block won any page in between, so it must finish no earlier than the page where '10801657-0' starts.
10801666-1	1666	0	244	245	2	anchor	unknown	uncertain	page_end extended from 244 to 245: text_position did not indicate a real ending on page 244, and no other block won any page in between, so it must finish no earlier than the page where '10801667-0' starts.
10801678-1	1678	0	246	247	2	anchor	unknown	uncertain	page_end extended from 246 to 247: text_position did not indicate a real ending on page 246, and no other block won any page in between, so it must finish no earlier than the page where '10801678-2' starts.
10801685-1	1685	0	247	248	2	anchor	unknown	uncertain	page_end extended from 247 to 248: text_position did not indicate a real ending on page 247, and no other block won any page in between, so it must finish no earlier than the page where '10801686-0' starts.
10801690-11	1690	0	248	249	2	anchor	unknown	uncertain	page_end extended from 248 to 249: text_position did not indicate a real ending on page 248, and no other block won any page in between, so it must finish no earlier than the page where '10801690-12' starts.
10801698-0	1698	1	249	250	2	anchor	unknown	uncertain	page_end extended from 249 to 250: text_position did not indicate a real ending on page 249, and no other block won any page in between, so it must finish no earlier than the page where '10801698-1' starts.
10801710-1	1710	0	250	251	2	anchor	unknown	uncertain	page_end extended from 250 to 251: text_position did not indicate a real ending on page 250, and no other block won any page in between, so it must finish no earlier than the page where '10801711-0' starts.
10801717-2	1717	0	251	252	2	anchor	unknown	uncertain	page_end extended from 251 to 252: text_position did not indicate a real ending on page 251, and no other block won any page in between, so it must finish no earlier than the page where '10801718-0' starts.
10801724-1	1724	0	252	253	2	anchor	unknown	uncertain	page_end extended from 252 to 253: text_position did not indicate a real ending on page 252, and no other block won any page in between, so it must finish no earlier than the page where '10801724-2' starts.
10801730-5	1730	0	253	254	2	anchor	unknown	uncertain	page_end extended from 253 to 254: text_position did not indicate a real ending on page 253, and no other block won any page in between, so it must finish no earlier than the page where '10801731-0' starts.
10801750-1	1750	0	255	256	2	anchor	unknown	uncertain	page_end extended from 255 to 256: text_position did not indicate a real ending on page 255, and no other block won any page in between, so it must finish no earlier than the page where '10801750-2' starts.
10801753-4	1753	0	256	257	2	anchor	unknown	uncertain	page_end extended from 256 to 257: text_position did not indicate a real ending on page 256, and no other block won any page in between, so it must finish no earlier than the page where '10801753-5' starts.
10801766-4	1766	0	258	259	2	anchor	unknown	uncertain	page_end extended from 258 to 259: text_position did not indicate a real ending on page 258, and no other block won any page in between, so it must finish no earlier than the page where '10801766-5' starts.
10801766-16	1766	0	259	260	2	anchor	unknown	uncertain	page_end extended from 259 to 260: text_position did not indicate a real ending on page 259, and no other block won any page in between, so it must finish no earlier than the page where '10801766-17' starts.
10801768-8	1768	0	260	261	2	anchor	unknown	uncertain	page_end extended from 260 to 261: text_position did not indicate a real ending on page 260, and no other block won any page in between, so it must finish no earlier than the page where '10801768-9' starts.
10801770-9	1770	0	261	262	2	anchor	unknown	uncertain	page_end extended from 261 to 262: text_position did not indicate a real ending on page 261, and no other block won any page in between, so it must finish no earlier than the page where '10801770-10' starts.
10801774-1	1774	0	262	263	2	anchor	unknown	uncertain	page_end extended from 262 to 263: text_position did not indicate a real ending on page 262, and no other block won any page in between, so it must finish no earlier than the page where '10801775-0' starts.
10801787-1	1787	0	263	264	2	anchor	unknown	uncertain	page_end extended from 263 to 264: text_position did not indicate a real ending on page 263, and no other block won any page in between, so it must finish no earlier than the page where '10801788-0' starts.
10801798-0	1798	1	264	265	2	anchor	unknown	uncertain	page_end extended from 264 to 265: text_position did not indicate a real ending on page 264, and no other block won any page in between, so it must finish no earlier than the page where '10801798-1' starts.
10801814-1	1814	0	266	267	2	anchor	unknown	uncertain	page_end extended from 266 to 267: text_position did not indicate a real ending on page 266, and no other block won any page in between, so it must finish no earlier than the page where '10801815-0' starts.
10801816-11	1816	0	267	268	2	anchor	unknown	uncertain	page_end extended from 267 to 268: text_position did not indicate a real ending on page 267, and no other block won any page in between, so it must finish no earlier than the page where '10801816-12' starts.
10801816-24	1816	0	268	269	2	anchor	unknown	uncertain	page_end extended from 268 to 269: text_position did not indicate a real ending on page 268, and no other block won any page in between, so it must finish no earlier than the page where '10801816-25' starts.
10801826-1	1826	0	269	270	2	anchor	unknown	uncertain	page_end extended from 269 to 270: text_position did not indicate a real ending on page 269, and no other block won any page in between, so it must finish no earlier than the page where '10801826-2' starts.
10801831-5	1831	0	270	271	2	anchor	unknown	uncertain	page_end extended from 270 to 271: text_position did not indicate a real ending on page 270, and no other block won any page in between, so it must finish no earlier than the page where '10801831-6' starts.
10801836-5	1836	0	271	272	2	anchor	unknown	uncertain	page_end extended from 271 to 272: text_position did not indicate a real ending on page 271, and no other block won any page in between, so it must finish no earlier than the page where '10801837-0' starts.
10801849-1	1849	0	272	273	2	anchor	unknown	uncertain	page_end extended from 272 to 273: text_position did not indicate a real ending on page 272, and no other block won any page in between, so it must finish no earlier than the page where '10801850-0' starts.
10801864-4	1864	0	274	275	2	anchor	unknown	uncertain	page_end extended from 274 to 275: text_position did not indicate a real ending on page 274, and no other block won any page in between, so it must finish no earlier than the page where '10801864-5' starts.
10801871-1	1871	0	275	276	2	anchor	unknown	uncertain	page_end extended from 275 to 276: text_position did not indicate a real ending on page 275, and no other block won any page in between, so it must finish no earlier than the page where '10801872-0' starts.
10801876-6	1876	0	276	277	2	anchor	unknown	uncertain	page_end extended from 276 to 277: text_position did not indicate a real ending on page 276, and no other block won any page in between, so it must finish no earlier than the page where '10801876-7' starts.
10801878-5	1878	0	277	278	2	anchor	unknown	uncertain	page_end extended from 277 to 278: text_position did not indicate a real ending on page 277, and no other block won any page in between, so it must finish no earlier than the page where '10801878-6' starts.
10801884-1	1884	0	278	279	2	anchor	unknown	uncertain	page_end extended from 278 to 279: text_position did not indicate a real ending on page 278, and no other block won any page in between, so it must finish no earlier than the page where '10801884-2' starts.
10801904-1	1904	0	281	282	2	anchor	unknown	uncertain	page_end extended from 281 to 282: text_position did not indicate a real ending on page 281, and no other block won any page in between, so it must finish no earlier than the page where '10801904-2' starts.
10801909-1	1909	0	282	283	2	anchor	unknown	uncertain	page_end extended from 282 to 283: text_position did not indicate a real ending on page 282, and no other block won any page in between, so it must finish no earlier than the page where '10801909-2' starts.
10801914-3	1914	0	283	284	2	anchor	unknown	uncertain	page_end extended from 283 to 284: text_position did not indicate a real ending on page 283, and no other block won any page in between, so it must finish no earlier than the page where '10801915-0' starts.
10801938-2	1938	0	286	287	2	anchor	unknown	uncertain	page_end extended from 286 to 287: text_position did not indicate a real ending on page 286, and no other block won any page in between, so it must finish no earlier than the page where '10801939-0' starts.
10801942-4	1942	0	287	288	2	anchor	unknown	uncertain	page_end extended from 287 to 288: text_position did not indicate a real ending on page 287, and no other block won any page in between, so it must finish no earlier than the page where '10801942-5' starts.
10801951-0	1951	1	288	289	2	anchor	unknown	uncertain	page_end extended from 288 to 289: text_position did not indicate a real ending on page 288, and no other block won any page in between, so it must finish no earlier than the page where '10801951-1' starts.
10801961-1	1961	0	289	290	2	anchor	unknown	uncertain	page_end extended from 289 to 290: text_position did not indicate a real ending on page 289, and no other block won any page in between, so it must finish no earlier than the page where '10801962-0' starts.
10801974-1	1974	0	291	292	2	anchor	unknown	uncertain	page_end extended from 291 to 292: text_position did not indicate a real ending on page 291, and no other block won any page in between, so it must finish no earlier than the page where '10801975-0' starts.
10802013-10	2013	0	297	298	2	anchor	unknown	uncertain	page_end extended from 297 to 298: text_position did not indicate a real ending on page 297, and no other block won any page in between, so it must finish no earlier than the page where '10802013-11' starts.
10802014-4	2014	0	298	299	2	anchor	unknown	uncertain	page_end extended from 298 to 299: text_position did not indicate a real ending on page 298, and no other block won any page in between, so it must finish no earlier than the page where '10802014-5' starts.
10802018-2	2018	0	299	300	2	anchor	unknown	uncertain	page_end extended from 299 to 300: text_position did not indicate a real ending on page 299, and no other block won any page in between, so it must finish no earlier than the page where '10802018-3' starts.
10802027-0	2027	1	300	301	2	anchor	unknown	uncertain	page_end extended from 300 to 301: text_position did not indicate a real ending on page 300, and no other block won any page in between, so it must finish no earlier than the page where '10802027-1' starts.
10802038-0	2038	1	302	303	2	anchor	unknown	uncertain	page_end extended from 302 to 303: text_position did not indicate a real ending on page 302, and no other block won any page in between, so it must finish no earlier than the page where '10802038-1' starts.
10802056-5	2056	0	305	306	2	anchor	unknown	uncertain	page_end extended from 305 to 306: text_position did not indicate a real ending on page 305, and no other block won any page in between, so it must finish no earlier than the page where '10802056-6' starts.
10802064-12	2064	0	307	308	2	anchor	unknown	uncertain	page_end extended from 307 to 308: text_position did not indicate a real ending on page 307, and no other block won any page in between, so it must finish no earlier than the page where '10802064-13' starts.
10802068-1	2068	0	308	309	2	anchor	unknown	uncertain	page_end extended from 308 to 309: text_position did not indicate a real ending on page 308, and no other block won any page in between, so it must finish no earlier than the page where '10802068-2' starts.
10802076-5	2076	0	309	310	2	anchor	unknown	uncertain	page_end extended from 309 to 310: text_position did not indicate a real ending on page 309, and no other block won any page in between, so it must finish no earlier than the page where '10802076-6' starts.
10802081-1	2081	0	310	311	2	anchor	unknown	uncertain	page_end extended from 310 to 311: text_position did not indicate a real ending on page 310, and no other block won any page in between, so it must finish no earlier than the page where '10802082-0' starts.
10802084-2	2084	0	311	312	2	anchor	unknown	uncertain	page_end extended from 311 to 312: text_position did not indicate a real ending on page 311, and no other block won any page in between, so it must finish no earlier than the page where '10802084-3' starts.
10802088-2	2088	0	312	313	2	anchor	unknown	uncertain	page_end extended from 312 to 313: text_position did not indicate a real ending on page 312, and no other block won any page in between, so it must finish no earlier than the page where '10802089-0' starts.
10802096-2	2096	0	313	314	2	anchor	unknown	uncertain	page_end extended from 313 to 314: text_position did not indicate a real ending on page 313, and no other block won any page in between, so it must finish no earlier than the page where '10802097-0' starts.
10802102-1	2102	0	314	315	2	anchor	unknown	uncertain	page_end extended from 314 to 315: text_position did not indicate a real ending on page 314, and no other block won any page in between, so it must finish no earlier than the page where '10802103-0' starts.
10802107-7	2107	0	315	316	2	anchor	unknown	uncertain	page_end extended from 315 to 316: text_position did not indicate a real ending on page 315, and no other block won any page in between, so it must finish no earlier than the page where '10802107-8' starts.
10802112-1	2112	0	316	317	2	anchor	unknown	uncertain	page_end extended from 316 to 317: text_position did not indicate a real ending on page 316, and no other block won any page in between, so it must finish no earlier than the page where '10802112-2' starts.
10802115-13	2115	0	317	318	2	anchor	unknown	uncertain	page_end extended from 317 to 318: text_position did not indicate a real ending on page 317, and no other block won any page in between, so it must finish no earlier than the page where '10802115-14' starts.
10802134-1	2134	0	319	320	2	anchor	unknown	uncertain	page_end extended from 319 to 320: text_position did not indicate a real ending on page 319, and no other block won any page in between, so it must finish no earlier than the page where '10802134-2' starts.
10802140-5	2140	0	320	321	2	anchor	unknown	uncertain	page_end extended from 320 to 321: text_position did not indicate a real ending on page 320, and no other block won any page in between, so it must finish no earlier than the page where '10802140-6' starts.
10802144-1	2144	0	321	322	2	anchor	unknown	uncertain	page_end extended from 321 to 322: text_position did not indicate a real ending on page 321, and no other block won any page in between, so it must finish no earlier than the page where '10802145-0' starts.
10802183-1	2183	0	325	326	2	anchor	unknown	uncertain	page_end extended from 325 to 326: text_position did not indicate a real ending on page 325, and no other block won any page in between, so it must finish no earlier than the page where '10802184-0' starts.
10802188-3	2188	0	326	327	2	anchor	unknown	uncertain	page_end extended from 326 to 327: text_position did not indicate a real ending on page 326, and no other block won any page in between, so it must finish no earlier than the page where '10802188-4' starts.
10802192-9	2192	0	327	328	2	anchor	unknown	uncertain	page_end extended from 327 to 328: text_position did not indicate a real ending on page 327, and no other block won any page in between, so it must finish no earlier than the page where '10802192-10' starts.
10802198-7	2198	0	328	329	2	anchor	unknown	uncertain	page_end extended from 328 to 329: text_position did not indicate a real ending on page 328, and no other block won any page in between, so it must finish no earlier than the page where '10802198-8' starts.
10802198-26	2198	0	329	330	2	anchor	unknown	uncertain	page_end extended from 329 to 330: text_position did not indicate a real ending on page 329, and no other block won any page in between, so it must finish no earlier than the page where '10802198-27' starts.
10802201-1	2201	0	330	331	2	anchor	unknown	uncertain	page_end extended from 330 to 331: text_position did not indicate a real ending on page 330, and no other block won any page in between, so it must finish no earlier than the page where '10802202-0' starts.
10802205-12	2205	0	331	332	2	anchor	unknown	uncertain	page_end extended from 331 to 332: text_position did not indicate a real ending on page 331, and no other block won any page in between, so it must finish no earlier than the page where '10802205-13' starts.
10802208-0	2208	1	332	333	2	anchor	unknown	uncertain	page_end extended from 332 to 333: text_position did not indicate a real ending on page 332, and no other block won any page in between, so it must finish no earlier than the page where '10802208-1' starts.
10802211-1	2211	0	333	334	2	anchor	unknown	uncertain	page_end extended from 333 to 334: text_position did not indicate a real ending on page 333, and no other block won any page in between, so it must finish no earlier than the page where '10802212-0' starts.
10802223-10	2223	0	335	336	2	anchor	unknown	uncertain	page_end extended from 335 to 336: text_position did not indicate a real ending on page 335, and no other block won any page in between, so it must finish no earlier than the page where '10802223-11' starts.
10802238-2	2238	0	337	338	2	anchor	unknown	uncertain	page_end extended from 337 to 338: text_position did not indicate a real ending on page 337, and no other block won any page in between, so it must finish no earlier than the page where '10802238-3' starts.
10802241-1	2241	0	338	339	2	anchor	unknown	uncertain	page_end extended from 338 to 339: text_position did not indicate a real ending on page 338, and no other block won any page in between, so it must finish no earlier than the page where '10802242-0' starts.
10802259-6	2259	0	340	341	2	anchor	unknown	uncertain	page_end extended from 340 to 341: text_position did not indicate a real ending on page 340, and no other block won any page in between, so it must finish no earlier than the page where '10802259-7' starts.
10802268-4	2268	0	341	342	2	anchor	unknown	uncertain	page_end extended from 341 to 342: text_position did not indicate a real ending on page 341, and no other block won any page in between, so it must finish no earlier than the page where '10802268-5' starts.
10802274-2	2274	0	342	343	2	anchor	unknown	uncertain	page_end extended from 342 to 343: text_position did not indicate a real ending on page 342, and no other block won any page in between, so it must finish no earlier than the page where '10802274-3' starts.
10802278-19	2278	0	344	345	2	anchor	unknown	uncertain	page_end extended from 344 to 345: text_position did not indicate a real ending on page 344, and no other block won any page in between, so it must finish no earlier than the page where '10802278-20' starts.
10802280-10	2280	0	345	346	2	anchor	unknown	uncertain	page_end extended from 345 to 346: text_position did not indicate a real ending on page 345, and no other block won any page in between, so it must finish no earlier than the page where '10802280-11' starts.
10802287-1	2287	0	346	347	2	anchor	unknown	uncertain	page_end extended from 346 to 347: text_position did not indicate a real ending on page 346, and no other block won any page in between, so it must finish no earlier than the page where '10802287-2' starts.
10802296-2	2296	0	347	348	2	anchor	unknown	uncertain	page_end extended from 347 to 348: text_position did not indicate a real ending on page 347, and no other block won any page in between, so it must finish no earlier than the page where '10802297-0' starts.
10802306-1	2306	0	348	349	2	anchor	unknown	uncertain	page_end extended from 348 to 349: text_position did not indicate a real ending on page 348, and no other block won any page in between, so it must finish no earlier than the page where '10802306-2' starts.
10802316-2	2316	0	349	350	2	anchor	unknown	uncertain	page_end extended from 349 to 350: text_position did not indicate a real ending on page 349, and no other block won any page in between, so it must finish no earlier than the page where '10802317-0' starts.
10802335-2	2335	0	351	352	2	anchor	unknown	uncertain	page_end extended from 351 to 352: text_position did not indicate a real ending on page 351, and no other block won any page in between, so it must finish no earlier than the page where '10802335-3' starts.
10802339-0	2339	1	352	353	2	anchor	unknown	uncertain	page_end extended from 352 to 353: text_position did not indicate a real ending on page 352, and no other block won any page in between, so it must finish no earlier than the page where '10802339-1' starts.
10802348-4	2348	0	353	354	2	anchor	unknown	uncertain	page_end extended from 353 to 354: text_position did not indicate a real ending on page 353, and no other block won any page in between, so it must finish no earlier than the page where '10802348-5' starts.
10802351-2	2351	0	354	355	2	anchor	unknown	uncertain	page_end extended from 354 to 355: text_position did not indicate a real ending on page 354, and no other block won any page in between, so it must finish no earlier than the page where '10802352-0' starts.
10802368-16	2368	0	356	357	2	anchor	unknown	uncertain	page_end extended from 356 to 357: text_position did not indicate a real ending on page 356, and no other block won any page in between, so it must finish no earlier than the page where '10802368-17' starts.
10802372-2	2372	0	357	358	2	anchor	unknown	uncertain	page_end extended from 357 to 358: text_position did not indicate a real ending on page 357, and no other block won any page in between, so it must finish no earlier than the page where '10802373-0' starts.
10802384-2	2384	0	358	359	2	anchor	unknown	uncertain	page_end extended from 358 to 359: text_position did not indicate a real ending on page 358, and no other block won any page in between, so it must finish no earlier than the page where '10802384-3' starts.
10802397-2	2397	0	359	360	2	anchor	unknown	uncertain	page_end extended from 359 to 360: text_position did not indicate a real ending on page 359, and no other block won any page in between, so it must finish no earlier than the page where '10802397-3' starts.
10802413-2	2413	0	361	362	2	anchor	unknown	uncertain	page_end extended from 361 to 362: text_position did not indicate a real ending on page 361, and no other block won any page in between, so it must finish no earlier than the page where '10802413-3' starts.
10802423-3	2423	0	362	363	2	anchor	unknown	uncertain	page_end extended from 362 to 363: text_position did not indicate a real ending on page 362, and no other block won any page in between, so it must finish no earlier than the page where '10802423-4' starts.
10802427-1	2427	0	363	364	2	anchor	unknown	uncertain	page_end extended from 363 to 364: text_position did not indicate a real ending on page 363, and no other block won any page in between, so it must finish no earlier than the page where '10802428-0' starts.
10802444-1	2444	0	364	365	2	anchor	unknown	uncertain	page_end extended from 364 to 365: text_position did not indicate a real ending on page 364, and no other block won any page in between, so it must finish no earlier than the page where '10802445-0' starts.
10802458-4	2458	0	366	367	2	anchor	unknown	uncertain	page_end extended from 366 to 367: text_position did not indicate a real ending on page 366, and no other block won any page in between, so it must finish no earlier than the page where '10802458-5' starts.
10802468-1	2468	0	367	368	2	anchor	unknown	uncertain	page_end extended from 367 to 368: text_position did not indicate a real ending on page 367, and no other block won any page in between, so it must finish no earlier than the page where '10802469-0' starts.
10802477-1	2477	0	368	369	2	anchor	unknown	uncertain	page_end extended from 368 to 369: text_position did not indicate a real ending on page 368, and no other block won any page in between, so it must finish no earlier than the page where '10802477-2' starts.
10802487-1	2487	0	369	370	2	anchor	unknown	uncertain	page_end extended from 369 to 370: text_position did not indicate a real ending on page 369, and no other block won any page in between, so it must finish no earlier than the page where '10802488-0' starts.
10802496-5	2496	0	370	371	2	anchor	unknown	uncertain	page_end extended from 370 to 371: text_position did not indicate a real ending on page 370, and no other block won any page in between, so it must finish no earlier than the page where '10802496-6' starts.
10802516-0	2516	1	374	375	2	anchor	unknown	uncertain	page_end extended from 374 to 375: text_position did not indicate a real ending on page 374, and no other block won any page in between, so it must finish no earlier than the page where '10802516-1' starts.
10802532-1	2532	0	376	377	2	anchor	unknown	uncertain	page_end extended from 376 to 377: text_position did not indicate a real ending on page 376, and no other block won any page in between, so it must finish no earlier than the page where '10802532-2' starts.
10802543-3	2543	0	377	378	2	anchor	unknown	uncertain	page_end extended from 377 to 378: text_position did not indicate a real ending on page 377, and no other block won any page in between, so it must finish no earlier than the page where '10802544-0' starts.
10802558-5	2558	0	379	380	2	anchor	unknown	uncertain	page_end extended from 379 to 380: text_position did not indicate a real ending on page 379, and no other block won any page in between, so it must finish no earlier than the page where '10802558-6' starts.
10802564-6	2564	0	380	381	2	anchor	unknown	uncertain	page_end extended from 380 to 381: text_position did not indicate a real ending on page 380, and no other block won any page in between, so it must finish no earlier than the page where '10802564-7' starts.
10802572-2	2572	0	381	382	2	anchor	unknown	uncertain	page_end extended from 381 to 382: text_position did not indicate a real ending on page 381, and no other block won any page in between, so it must finish no earlier than the page where '10802573-0' starts.
10802584-1	2584	0	382	383	2	anchor	unknown	uncertain	page_end extended from 382 to 383: text_position did not indicate a real ending on page 382, and no other block won any page in between, so it must finish no earlier than the page where '10802584-2' starts.
10802593-1	2593	0	383	384	2	anchor	unknown	uncertain	page_end extended from 383 to 384: text_position did not indicate a real ending on page 383, and no other block won any page in between, so it must finish no earlier than the page where '10802594-0' starts.
10802605-1	2605	0	385	386	2	anchor	unknown	uncertain	page_end extended from 385 to 386: text_position did not indicate a real ending on page 385, and no other block won any page in between, so it must finish no earlier than the page where '10802605-2' starts.
10802626-1	2626	0	387	388	2	anchor	unknown	uncertain	page_end extended from 387 to 388: text_position did not indicate a real ending on page 387, and no other block won any page in between, so it must finish no earlier than the page where '10802626-2' starts.
10802652-6	2652	0	392	393	2	anchor	unknown	uncertain	page_end extended from 392 to 393: text_position did not indicate a real ending on page 392, and no other block won any page in between, so it must finish no earlier than the page where '10802652-7' starts.
10802661-7	2661	0	394	395	2	anchor	unknown	uncertain	page_end extended from 394 to 395: text_position did not indicate a real ending on page 394, and no other block won any page in between, so it must finish no earlier than the page where '10802661-8' starts.
10802710-1	2710	0	399	400	2	anchor	unknown	uncertain	page_end extended from 399 to 400: text_position did not indicate a real ending on page 399, and no other block won any page in between, so it must finish no earlier than the page where '10802710-2' starts.
10802717-4	2717	0	400	401	2	anchor	unknown	uncertain	page_end extended from 400 to 401: text_position did not indicate a real ending on page 400, and no other block won any page in between, so it must finish no earlier than the page where '10802717-5' starts.
10802732-1	2732	0	402	403	2	anchor	unknown	uncertain	page_end extended from 402 to 403: text_position did not indicate a real ending on page 402, and no other block won any page in between, so it must finish no earlier than the page where '10802732-2' starts.
10802761-1	2761	0	406	407	2	anchor	unknown	uncertain	page_end extended from 406 to 407: text_position did not indicate a real ending on page 406, and no other block won any page in between, so it must finish no earlier than the page where '10802762-0' starts.
10802770-3	2770	0	407	408	2	anchor	unknown	uncertain	page_end extended from 407 to 408: text_position did not indicate a real ending on page 407, and no other block won any page in between, so it must finish no earlier than the page where '10802770-4' starts.
10802773-0	2773	1	408	409	2	anchor	unknown	uncertain	page_end extended from 408 to 409: text_position did not indicate a real ending on page 408, and no other block won any page in between, so it must finish no earlier than the page where '10802773-1' starts.
10802793-3	2793	0	411	412	2	anchor	unknown	uncertain	page_end extended from 411 to 412: text_position did not indicate a real ending on page 411, and no other block won any page in between, so it must finish no earlier than the page where '10802793-4' starts.
10802806-0	2806	1	412	413	2	anchor	unknown	uncertain	page_end extended from 412 to 413: text_position did not indicate a real ending on page 412, and no other block won any page in between, so it must finish no earlier than the page where '10802806-1' starts.
10802824-0	2824	1	414	415	2	anchor	unknown	uncertain	page_end extended from 414 to 415: text_position did not indicate a real ending on page 414, and no other block won any page in between, so it must finish no earlier than the page where '10802824-1' starts.
10802832-9	2832	0	415	416	2	anchor	unknown	uncertain	page_end extended from 415 to 416: text_position did not indicate a real ending on page 415, and no other block won any page in between, so it must finish no earlier than the page where '10802833-0' starts.
10802857-3	2857	0	417	418	2	anchor	unknown	uncertain	page_end extended from 417 to 418: text_position did not indicate a real ending on page 417, and no other block won any page in between, so it must finish no earlier than the page where '10802857-4' starts.
10802862-0	2862	1	418	419	2	anchor	unknown	uncertain	page_end extended from 418 to 419: text_position did not indicate a real ending on page 418, and no other block won any page in between, so it must finish no earlier than the page where '10802862-1' starts.
10802867-1	2867	0	419	420	2	anchor	unknown	uncertain	page_end extended from 419 to 420: text_position did not indicate a real ending on page 419, and no other block won any page in between, so it must finish no earlier than the page where '10802868-0' starts.
10802888-1	2888	0	421	422	2	anchor	unknown	uncertain	page_end extended from 421 to 422: text_position did not indicate a real ending on page 421, and no other block won any page in between, so it must finish no earlier than the page where '10802889-0' starts.
10802896-4	2896	0	422	423	2	anchor	unknown	uncertain	page_end extended from 422 to 423: text_position did not indicate a real ending on page 422, and no other block won any page in between, so it must finish no earlier than the page where '10802896-5' starts.
10802896-18	2896	0	423	424	2	anchor	unknown	uncertain	page_end extended from 423 to 424: text_position did not indicate a real ending on page 423, and no other block won any page in between, so it must finish no earlier than the page where '10802896-19' starts.
10802903-1	2903	0	424	425	2	anchor	unknown	uncertain	page_end extended from 424 to 425: text_position did not indicate a real ending on page 424, and no other block won any page in between, so it must finish no earlier than the page where '10802903-2' starts.
10802914-1	2914	0	426	427	2	anchor	unknown	uncertain	page_end extended from 426 to 427: text_position did not indicate a real ending on page 426, and no other block won any page in between, so it must finish no earlier than the page where '10802915-0' starts.
10802930-5	2930	0	428	429	2	anchor	unknown	uncertain	page_end extended from 428 to 429: text_position did not indicate a real ending on page 428, and no other block won any page in between, so it must finish no earlier than the page where '10802930-6' starts.
10802946-0	2946	1	431	432	2	anchor	unknown	uncertain	page_end extended from 431 to 432: text_position did not indicate a real ending on page 431, and no other block won any page in between, so it must finish no earlier than the page where '10802946-1' starts.
10802953-1	2953	0	432	433	2	anchor	unknown	uncertain	page_end extended from 432 to 433: text_position did not indicate a real ending on page 432, and no other block won any page in between, so it must finish no earlier than the page where '10802953-2' starts.
10802966-1	2966	0	433	434	2	anchor	unknown	uncertain	page_end extended from 433 to 434: text_position did not indicate a real ending on page 433, and no other block won any page in between, so it must finish no earlier than the page where '10802967-0' starts.
10802975-1	2975	0	434	435	2	anchor	unknown	uncertain	page_end extended from 434 to 435: text_position did not indicate a real ending on page 434, and no other block won any page in between, so it must finish no earlier than the page where '10802975-2' starts.
10802981-1	2981	0	435	436	2	anchor	unknown	uncertain	page_end extended from 435 to 436: text_position did not indicate a real ending on page 435, and no other block won any page in between, so it must finish no earlier than the page where '10802982-0' starts.
10803004-2	3004	0	437	438	2	anchor	unknown	uncertain	page_end extended from 437 to 438: text_position did not indicate a real ending on page 437, and no other block won any page in between, so it must finish no earlier than the page where '10803004-3' starts.
10803006-7	3006	0	438	439	2	anchor	unknown	uncertain	page_end extended from 438 to 439: text_position did not indicate a real ending on page 438, and no other block won any page in between, so it must finish no earlier than the page where '10803006-8' starts.
10803030-2	3030	0	441	442	2	anchor	unknown	uncertain	page_end extended from 441 to 442: text_position did not indicate a real ending on page 441, and no other block won any page in between, so it must finish no earlier than the page where '10803031-0' starts.
10803054-1	3054	0	444	445	2	anchor	unknown	uncertain	page_end extended from 444 to 445: text_position did not indicate a real ending on page 444, and no other block won any page in between, so it must finish no earlier than the page where '10803054-2' starts.
10803064-1	3064	0	447	448	2	anchor	unknown	uncertain	page_end extended from 447 to 448: text_position did not indicate a real ending on page 447, and no other block won any page in between, so it must finish no earlier than the page where '10803065-0' starts.
10803075-1	3075	0	448	449	2	anchor	unknown	uncertain	page_end extended from 448 to 449: text_position did not indicate a real ending on page 448, and no other block won any page in between, so it must finish no earlier than the page where '10803075-2' starts.
