sub_id	entry	is_head	page_start	page_end	n_pages	source	start_confidence	end_confidence	warning
10801313-0	1313	1	192	192	1	inferred	confirmed	confirmed	
10801313-1	1313	0	192	192	1	inferred	confirmed	confirmed	
10801313-2	1313	0	192	192	1	inferred	confirmed	confirmed	
10801313-3	1313	0	192	192	1	inferred	confirmed	confirmed	
10801313-4	1313	0	192	192	1	inferred	confirmed	confirmed	
10801313-5	1313	0	192	192	1	inferred	confirmed	confirmed	
10801313-6	1313	0	192	192	1	inferred	confirmed	confirmed	
10801314-0	1314	1	192	192	1	inferred	confirmed	confirmed	
10801314-1	1314	0	192	192	1	inferred	confirmed	confirmed	
10801315-0	1315	1	192	192	1	inferred	confirmed	confirmed	
10801315-1	1315	0	192	193	2	anchor	unknown	uncertain	page_end extended from 192 to 193: text_position did not indicate a real ending on page 192, and no other block won any page in between, so it must finish no earlier than the page where '10801315-2' starts.
10801315-2	1315	0	193	193	1	inferred	confirmed	confirmed	
10801315-3	1315	0	193	193	1	inferred	confirmed	confirmed	
10801316-0	1316	1	193	193	1	inferred	confirmed	confirmed	
10801316-1	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-2	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-3	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-4	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-5	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-6	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-7	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-8	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-9	1316	0	193	193	1	inferred	confirmed	confirmed	
10801316-10	1316	0	193	193	1	inferred	confirmed	confirmed	
10801317-0	1317	1	193	193	1	inferred	confirmed	confirmed	
10801317-1	1317	0	193	193	1	inferred	confirmed	confirmed	
10801318-0	1318	1	193	193	1	inferred	confirmed	confirmed	
10801318-1	1318	0	193	193	1	inferred	confirmed	confirmed	
10801319-0	1319	1	193	193	1	inferred	confirmed	confirmed	
10801319-1	1319	0	193	193	1	inferred	confirmed	confirmed	
10801320-0	1320	1	193	193	1	inferred	confirmed	confirmed	
10801320-1	1320	0	193	193	1	inferred	confirmed	confirmed	
10801320-2	1320	0	193	193	1	inferred	confirmed	confirmed	
10801320-3	1320	0	193	193	1	inferred	confirmed	confirmed	
10801320-4	1320	0	193	193	1	inferred	confirmed	confirmed	
10801321-0	1321	1	193	193	1	inferred	confirmed	confirmed	
10801321-1	1321	0	193	194	2	anchor	unknown	uncertain	page_end extended from 193 to 194: text_position did not indicate a real ending on page 193, and no other block won any page in between, so it must finish no earlier than the page where '10801321-2' starts.
10801321-2	1321	0	194	194	1	inferred	confirmed	confirmed	
10801321-3	1321	0	194	194	1	inferred	confirmed	confirmed	
10801321-4	1321	0	194	194	1	inferred	confirmed	confirmed	
10801321-5	1321	0	194	194	1	inferred	confirmed	confirmed	
10801321-6	1321	0	194	194	1	inferred	confirmed	confirmed	
10801321-7	1321	0	194	194	1	inferred	confirmed	confirmed	
10801322-0	1322	1	194	194	1	inferred	confirmed	confirmed	
10801322-1	1322	0	194	194	1	inferred	confirmed	confirmed	
10801323-0	1323	1	194	194	1	inferred	confirmed	confirmed	
10801323-1	1323	0	194	194	1	inferred	confirmed	confirmed	
10801323-2	1323	0	194	194	1	inferred	confirmed	confirmed	
10801323-3	1323	0	194	194	1	inferred	confirmed	confirmed	
10801323-4	1323	0	194	194	1	inferred	confirmed	confirmed	
10801323-5	1323	0	194	194	1	inferred	confirmed	confirmed	
10801324-0	1324	1	194	194	1	inferred	confirmed	confirmed	
10801324-1	1324	0	194	194	1	inferred	confirmed	confirmed	
10801325-0	1325	1	194	194	1	inferred	confirmed	confirmed	
10801325-1	1325	0	194	194	1	inferred	confirmed	confirmed	
10801325-2	1325	0	194	194	1	inferred	confirmed	confirmed	
10801325-3	1325	0	194	194	1	inferred	confirmed	confirmed	
10801325-4	1325	0	194	194	1	anchor	unknown	confirmed	
10801326-0	1326	1	195	195	1	inferred	confirmed	confirmed	
10801326-1	1326	0	195	195	1	inferred	confirmed	confirmed	
10801326-2	1326	0	195	195	1	inferred	confirmed	confirmed	
10801326-3	1326	0	195	195	1	inferred	confirmed	confirmed	
10801326-4	1326	0	195	195	1	inferred	confirmed	confirmed	
10801327-0	1327	1	195	195	1	inferred	confirmed	confirmed	
10801327-1	1327	0	195	195	1	inferred	confirmed	confirmed	
10801328-0	1328	1	195	195	1	inferred	confirmed	confirmed	
10801328-1	1328	0	195	195	1	inferred	confirmed	confirmed	
10801328-2	1328	0	195	195	1	inferred	confirmed	confirmed	
10801329-0	1329	1	195	195	1	inferred	confirmed	confirmed	
10801329-1	1329	0	195	195	1	inferred	confirmed	confirmed	
10801330-0	1330	1	195	195	1	inferred	confirmed	confirmed	
10801330-1	1330	0	195	195	1	inferred	confirmed	confirmed	
10801331-0	1331	1	195	195	1	inferred	confirmed	confirmed	
10801331-1	1331	0	195	195	1	inferred	confirmed	confirmed	
10801332-0	1332	1	195	195	1	inferred	confirmed	confirmed	
10801332-1	1332	0	195	195	1	inferred	confirmed	confirmed	
10801332-2	1332	0	195	195	1	inferred	confirmed	confirmed	
10801332-3	1332	0	195	195	1	inferred	confirmed	confirmed	
10801332-4	1332	0	195	195	1	inferred	confirmed	confirmed	
10801332-5	1332	0	195	195	1	inferred	confirmed	confirmed	
10801332-6	1332	0	195	195	1	anchor	unknown	confirmed	
10801333-0	1333	1	196	196	1	inferred	confirmed	confirmed	
10801333-1	1333	0	196	196	1	inferred	confirmed	confirmed	
10801333-2	1333	0	196	196	1	inferred	confirmed	confirmed	
10801334-0	1334	1	196	196	1	inferred	confirmed	confirmed	
10801334-1	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-2	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-3	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-4	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-5	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-6	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-7	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-8	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-9	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-10	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-11	1334	0	196	196	1	inferred	confirmed	confirmed	
10801334-12	1334	0	196	196	1	inferred	confirmed	confirmed	
10801335-0	1335	1	196	196	1	inferred	confirmed	confirmed	
10801335-1	1335	0	196	197	2	anchor	unknown	uncertain	page_end extended from 196 to 197: text_position did not indicate a real ending on page 196, and no other block won any page in between, so it must finish no earlier than the page where '10801336-0' starts.
10801336-0	1336	1	197	197	1	inferred	confirmed	confirmed	
10801336-1	1336	0	197	197	1	inferred	confirmed	confirmed	
10801336-2	1336	0	197	197	1	inferred	confirmed	confirmed	
10801336-3	1336	0	197	197	1	inferred	confirmed	confirmed	
10801337-0	1337	1	197	197	1	inferred	confirmed	confirmed	
10801337-1	1337	0	197	197	1	inferred	confirmed	confirmed	
10801337-2	1337	0	197	197	1	inferred	confirmed	confirmed	
10801338-0	1338	1	197	197	1	inferred	confirmed	confirmed	
10801338-1	1338	0	197	197	1	inferred	confirmed	confirmed	
10801339-0	1339	1	197	197	1	inferred	confirmed	confirmed	
10801339-1	1339	0	197	197	1	inferred	confirmed	confirmed	
10801339-2	1339	0	197	197	1	inferred	confirmed	confirmed	
10801339-3	1339	0	197	197	1	inferred	confirmed	confirmed	
10801340-0	1340	1	197	197	1	inferred	confirmed	confirmed	
10801340-1	1340	0	197	197	1	inferred	confirmed	confirmed	
10801340-2	1340	0	197	197	1	inferred	confirmed	confirmed	
10801340-3	1340	0	197	197	1	inferred	confirmed	confirmed	
10801340-4	1340	0	197	197	1	inferred	confirmed	confirmed	
10801341-0	1341	1	197	197	1	inferred	confirmed	confirmed	
10801341-1	1341	0	197	197	1	inferred	confirmed	confirmed	
10801342-0	1342	1	197	197	1	inferred	confirmed	confirmed	
10801342-1	1342	0	197	197	1	inferred	confirmed	confirmed	
10801343-0	1343	1	197	197	1	inferred	confirmed	confirmed	
10801343-1	1343	0	197	197	1	inferred	confirmed	confirmed	
10801344-0	1344	1	197	197	1	inferred	confirmed	confirmed	
10801344-1	1344	0	197	197	1	inferred	confirmed	confirmed	
10801344-2	1344	0	197	197	1	inferred	confirmed	confirmed	
10801345-0	1345	1	197	197	1	inferred	confirmed	confirmed	
10801345-1	1345	0	197	197	1	inferred	confirmed	confirmed	
10801345-2	1345	0	197	197	1	inferred	confirmed	confirmed	
10801345-3	1345	0	197	198	2	anchor	unknown	uncertain	page_end extended from 197 to 198: text_position did not indicate a real ending on page 197, and no other block won any page in between, so it must finish no earlier than the page where '10801345-4' starts.
10801345-4	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-5	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-6	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-7	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-8	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-9	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-10	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-11	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-12	1345	0	198	198	1	inferred	confirmed	confirmed	
10801345-13	1345	0	198	198	1	inferred	confirmed	confirmed	
10801346-0	1346	1	198	198	1	inferred	confirmed	confirmed	
10801346-1	1346	0	198	198	1	inferred	confirmed	confirmed	
10801346-2	1346	0	198	198	1	inferred	confirmed	confirmed	
10801346-3	1346	0	198	198	1	inferred	confirmed	confirmed	
10801347-0	1347	1	198	198	1	inferred	confirmed	confirmed	
10801347-1	1347	0	198	198	1	inferred	confirmed	confirmed	
10801348-0	1348	1	198	198	1	inferred	confirmed	confirmed	
10801348-1	1348	0	198	198	1	inferred	confirmed	confirmed	
10801348-2	1348	0	198	198	1	inferred	confirmed	confirmed	
10801348-3	1348	0	198	198	1	inferred	confirmed	confirmed	
10801348-4	1348	0	198	198	1	inferred	confirmed	confirmed	
10801349-0	1349	1	198	198	1	inferred	confirmed	confirmed	
10801349-1	1349	0	198	198	1	inferred	confirmed	confirmed	
10801350-0	1350	1	198	198	1	inferred	confirmed	confirmed	
10801350-1	1350	0	198	198	1	inferred	confirmed	confirmed	
10801351-0	1351	1	198	198	1	inferred	confirmed	confirmed	
10801351-1	1351	0	198	199	2	anchor	unknown	uncertain	page_end extended from 198 to 199: text_position did not indicate a real ending on page 198, and no other block won any page in between, so it must finish no earlier than the page where '10801351-2' starts.
10801351-2	1351	0	199	199	1	inferred	confirmed	confirmed	
10801351-3	1351	0	199	199	1	inferred	confirmed	confirmed	
10801351-4	1351	0	199	199	1	inferred	confirmed	confirmed	
10801351-5	1351	0	199	199	1	inferred	confirmed	confirmed	
10801351-6	1351	0	199	199	1	inferred	confirmed	confirmed	
10801352-0	1352	1	199	199	1	inferred	confirmed	confirmed	
10801352-1	1352	0	199	199	1	inferred	confirmed	confirmed	
10801353-0	1353	1	199	199	1	inferred	confirmed	confirmed	
10801353-1	1353	0	199	199	1	inferred	confirmed	confirmed	
10801354-0	1354	1	199	199	1	inferred	confirmed	confirmed	
10801354-1	1354	0	199	199	1	inferred	confirmed	confirmed	
10801355-0	1355	1	199	199	1	inferred	confirmed	confirmed	
10801355-1	1355	0	199	199	1	inferred	confirmed	confirmed	
10801356-0	1356	1	199	199	1	inferred	confirmed	confirmed	
10801356-1	1356	0	199	199	1	inferred	confirmed	confirmed	
10801357-0	1357	1	199	199	1	inferred	confirmed	confirmed	
10801357-1	1357	0	199	199	1	inferred	confirmed	confirmed	
10801358-0	1358	1	199	199	1	inferred	confirmed	confirmed	
10801358-1	1358	0	199	199	1	inferred	confirmed	confirmed	
10801358-2	1358	0	199	199	1	inferred	confirmed	confirmed	
10801359-0	1359	1	199	199	1	inferred	confirmed	confirmed	
10801359-1	1359	0	199	199	1	inferred	confirmed	confirmed	
10801360-0	1360	1	199	199	1	inferred	confirmed	confirmed	
10801360-1	1360	0	199	199	1	inferred	confirmed	confirmed	
10801361-0	1361	1	199	199	1	inferred	confirmed	confirmed	
10801361-1	1361	0	199	199	1	inferred	confirmed	confirmed	
10801362-0	1362	1	199	199	1	inferred	confirmed	confirmed	
10801362-1	1362	0	199	199	1	inferred	confirmed	confirmed	
10801362-2	1362	0	199	199	1	inferred	confirmed	confirmed	
10801362-3	1362	0	199	200	2	anchor	unknown	uncertain	page_end extended from 199 to 200: text_position did not indicate a real ending on page 199, and no other block won any page in between, so it must finish no earlier than the page where '10801362-4' starts.
10801362-4	1362	0	200	200	1	inferred	confirmed	confirmed	
10801362-5	1362	0	200	200	1	inferred	confirmed	confirmed	
10801362-6	1362	0	200	200	1	inferred	confirmed	confirmed	
10801362-7	1362	0	200	200	1	inferred	confirmed	confirmed	
10801363-0	1363	1	200	200	1	inferred	confirmed	confirmed	
10801363-1	1363	0	200	200	1	inferred	confirmed	confirmed	
10801363-2	1363	0	200	200	1	inferred	confirmed	confirmed	
10801363-3	1363	0	200	200	1	inferred	confirmed	confirmed	
10801363-4	1363	0	200	200	1	inferred	confirmed	confirmed	
10801364-0	1364	1	200	200	1	inferred	confirmed	confirmed	
10801364-1	1364	0	200	200	1	inferred	confirmed	confirmed	
10801365-0	1365	1	200	200	1	inferred	confirmed	confirmed	
10801365-1	1365	0	200	200	1	inferred	confirmed	confirmed	
10801365-2	1365	0	200	200	1	inferred	confirmed	confirmed	
10801366-0	1366	1	200	200	1	inferred	confirmed	confirmed	
10801366-1	1366	0	200	200	1	inferred	confirmed	confirmed	
10801367-0	1367	1	200	200	1	inferred	confirmed	confirmed	
10801367-1	1367	0	200	200	1	inferred	confirmed	confirmed	
10801367-2	1367	0	200	200	1	inferred	confirmed	confirmed	
10801367-3	1367	0	200	200	1	inferred	confirmed	confirmed	
10801368-0	1368	1	200	200	1	inferred	confirmed	confirmed	
10801368-1	1368	0	200	200	1	inferred	confirmed	confirmed	
10801368-2	1368	0	200	200	1	inferred	confirmed	confirmed	
10801368-3	1368	0	200	200	1	inferred	confirmed	confirmed	
10801368-4	1368	0	200	200	1	inferred	confirmed	confirmed	
10801368-5	1368	0	200	201	2	anchor	unknown	uncertain	page_end extended from 200 to 201: text_position did not indicate a real ending on page 200, and no other block won any page in between, so it must finish no earlier than the page where '10801368-6' starts.
10801368-6	1368	0	201	201	1	inferred	confirmed	confirmed	
10801369-0	1369	1	201	201	1	inferred	confirmed	confirmed	
10801369-1	1369	0	201	201	1	inferred	confirmed	confirmed	
10801370-0	1370	1	201	201	1	inferred	confirmed	confirmed	
10801370-1	1370	0	201	201	1	inferred	confirmed	confirmed	
10801371-0	1371	1	201	201	1	inferred	confirmed	confirmed	
10801371-1	1371	0	201	201	1	inferred	confirmed	confirmed	
10801372-0	1372	1	201	201	1	inferred	confirmed	confirmed	
10801372-1	1372	0	201	201	1	inferred	confirmed	confirmed	
10801373-0	1373	1	201	201	1	inferred	confirmed	confirmed	
10801373-1	1373	0	201	201	1	inferred	confirmed	confirmed	
10801374-0	1374	1	201	201	1	inferred	confirmed	confirmed	
10801374-1	1374	0	201	201	1	inferred	confirmed	confirmed	
10801374-2	1374	0	201	201	1	inferred	confirmed	confirmed	
10801375-0	1375	1	201	201	1	inferred	confirmed	confirmed	
10801375-1	1375	0	201	201	1	inferred	confirmed	confirmed	
10801376-0	1376	1	201	201	1	inferred	confirmed	confirmed	
10801376-1	1376	0	201	201	1	inferred	confirmed	confirmed	
10801377-0	1377	1	201	201	1	inferred	confirmed	confirmed	
10801377-1	1377	0	201	201	1	inferred	confirmed	confirmed	
10801377-2	1377	0	201	201	1	inferred	confirmed	confirmed	
10801377-3	1377	0	201	201	1	inferred	confirmed	confirmed	
10801378-0	1378	1	201	201	1	inferred	confirmed	confirmed	
10801378-1	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-2	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-3	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-4	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-5	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-6	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-7	1378	0	201	201	1	inferred	confirmed	confirmed	
10801378-8	1378	0	201	202	2	anchor	unknown	uncertain	page_end extended from 201 to 202: text_position did not indicate a real ending on page 201, and no other block won any page in between, so it must finish no earlier than the page where '10801378-9' starts.
10801378-9	1378	0	202	202	1	inferred	confirmed	confirmed	
10801378-10	1378	0	202	202	1	inferred	confirmed	confirmed	
10801379-0	1379	1	202	202	1	inferred	confirmed	confirmed	
10801379-1	1379	0	202	202	1	inferred	confirmed	confirmed	
10801380-0	1380	1	202	202	1	inferred	confirmed	confirmed	
10801380-1	1380	0	202	202	1	inferred	confirmed	confirmed	
10801381-0	1381	1	202	202	1	inferred	confirmed	confirmed	
10801381-1	1381	0	202	202	1	inferred	confirmed	confirmed	
10801381-2	1381	0	202	202	1	inferred	confirmed	confirmed	
10801381-3	1381	0	202	202	1	inferred	confirmed	confirmed	
10801381-4	1381	0	202	202	1	inferred	confirmed	confirmed	
10801382-0	1382	1	202	202	1	inferred	confirmed	confirmed	
10801382-1	1382	0	202	202	1	inferred	confirmed	confirmed	
10801382-2	1382	0	202	202	1	inferred	confirmed	confirmed	
10801383-0	1383	1	202	202	1	inferred	confirmed	confirmed	
10801383-1	1383	0	202	202	1	inferred	confirmed	confirmed	
10801383-2	1383	0	202	202	1	inferred	confirmed	confirmed	
10801384-0	1384	1	202	202	1	inferred	confirmed	confirmed	
10801384-1	1384	0	202	202	1	inferred	confirmed	confirmed	
10801385-0	1385	1	202	202	1	inferred	confirmed	confirmed	
10801385-1	1385	0	202	202	1	inferred	confirmed	confirmed	
10801385-2	1385	0	202	202	1	inferred	confirmed	confirmed	
10801386-0	1386	1	202	202	1	inferred	confirmed	confirmed	
10801386-1	1386	0	202	202	1	anchor	unknown	confirmed	
10801387-0	1387	1	203	203	1	inferred	confirmed	confirmed	
10801387-1	1387	0	203	203	1	inferred	confirmed	confirmed	
10801388-0	1388	1	203	203	1	inferred	confirmed	confirmed	
10801388-1	1388	0	203	203	1	inferred	confirmed	confirmed	
10801388-2	1388	0	203	203	1	inferred	confirmed	confirmed	
10801388-3	1388	0	203	203	1	inferred	confirmed	confirmed	
10801389-0	1389	1	203	203	1	inferred	confirmed	confirmed	
10801389-1	1389	0	203	203	1	inferred	confirmed	confirmed	
10801390-0	1390	1	203	203	1	inferred	confirmed	confirmed	
10801390-1	1390	0	203	203	1	inferred	confirmed	confirmed	
10801390-2	1390	0	203	203	1	inferred	confirmed	confirmed	
10801390-3	1390	0	203	203	1	inferred	confirmed	confirmed	
10801391-0	1391	1	203	203	1	inferred	confirmed	confirmed	
10801391-1	1391	0	203	203	1	inferred	confirmed	confirmed	
10801392-0	1392	1	203	203	1	inferred	confirmed	confirmed	
10801392-1	1392	0	203	203	1	inferred	confirmed	confirmed	
10801393-0	1393	1	203	203	1	inferred	confirmed	confirmed	
10801393-1	1393	0	203	203	1	inferred	confirmed	confirmed	
10801394-0	1394	1	203	203	1	inferred	confirmed	confirmed	
10801394-1	1394	0	203	203	1	inferred	confirmed	confirmed	
10801395-0	1395	1	203	203	1	inferred	confirmed	confirmed	
10801395-1	1395	0	203	203	1	inferred	confirmed	confirmed	
10801396-0	1396	1	203	203	1	inferred	confirmed	confirmed	
10801396-1	1396	0	203	203	1	anchor	unknown	confirmed	
10801397-0	1397	1	204	204	1	inferred	confirmed	confirmed	
10801397-1	1397	0	204	204	1	inferred	confirmed	confirmed	
10801398-0	1398	1	204	204	1	inferred	confirmed	confirmed	
10801398-1	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-2	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-3	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-4	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-5	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-6	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-7	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-8	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-9	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-10	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-11	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-12	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-13	1398	0	204	204	1	inferred	confirmed	confirmed	
10801398-14	1398	0	204	205	2	anchor	unknown	uncertain	page_end extended from 204 to 205: text_position did not indicate a real ending on page 204, and no other block won any page in between, so it must finish no earlier than the page where '10801398-15' starts.
10801398-15	1398	0	205	205	1	inferred	confirmed	confirmed	
10801398-16	1398	0	205	205	1	inferred	confirmed	confirmed	
10801399-0	1399	1	205	205	1	inferred	confirmed	confirmed	
10801399-1	1399	0	205	205	1	inferred	confirmed	confirmed	
10801399-2	1399	0	205	205	1	inferred	confirmed	confirmed	
10801400-0	1400	1	205	205	1	inferred	confirmed	confirmed	
10801400-1	1400	0	205	205	1	inferred	confirmed	confirmed	
10801401-0	1401	1	205	205	1	inferred	confirmed	confirmed	
10801401-1	1401	0	205	205	1	inferred	confirmed	confirmed	
10801402-0	1402	1	205	205	1	inferred	confirmed	confirmed	
10801402-1	1402	0	205	205	1	inferred	confirmed	confirmed	
10801403-0	1403	1	205	205	1	inferred	confirmed	confirmed	
10801403-1	1403	0	205	205	1	inferred	confirmed	confirmed	
10801403-2	1403	0	205	205	1	inferred	confirmed	confirmed	
10801403-3	1403	0	205	205	1	inferred	confirmed	confirmed	
10801404-0	1404	1	205	205	1	inferred	confirmed	confirmed	
10801404-1	1404	0	205	205	1	inferred	confirmed	confirmed	
10801405-0	1405	1	205	205	1	inferred	confirmed	confirmed	
10801405-1	1405	0	205	205	1	inferred	confirmed	confirmed	
10801406-0	1406	1	205	205	1	inferred	confirmed	confirmed	
10801406-1	1406	0	205	205	1	inferred	confirmed	confirmed	
10801406-2	1406	0	205	205	1	inferred	confirmed	confirmed	
10801406-3	1406	0	205	205	1	inferred	confirmed	confirmed	
10801407-0	1407	1	205	205	1	inferred	confirmed	confirmed	
10801407-1	1407	0	205	205	1	inferred	confirmed	confirmed	
10801408-0	1408	1	205	205	1	inferred	confirmed	confirmed	
10801408-1	1408	0	205	205	1	inferred	confirmed	confirmed	
10801408-2	1408	0	205	205	1	inferred	confirmed	confirmed	
10801408-3	1408	0	205	206	2	anchor	unknown	uncertain	page_end extended from 205 to 206: text_position did not indicate a real ending on page 205, and no other block won any page in between, so it must finish no earlier than the page where '10801408-4' starts.
10801408-4	1408	0	206	206	1	inferred	confirmed	confirmed	
10801408-5	1408	0	206	206	1	inferred	confirmed	confirmed	
10801408-6	1408	0	206	206	1	inferred	confirmed	confirmed	
10801408-7	1408	0	206	206	1	inferred	confirmed	confirmed	
10801408-8	1408	0	206	206	1	inferred	confirmed	confirmed	
10801408-9	1408	0	206	206	1	inferred	confirmed	confirmed	
10801409-0	1409	1	206	206	1	inferred	confirmed	confirmed	
10801409-1	1409	0	206	206	1	inferred	confirmed	confirmed	
10801410-0	1410	1	206	206	1	inferred	confirmed	confirmed	
10801410-1	1410	0	206	206	1	inferred	confirmed	confirmed	
10801410-2	1410	0	206	206	1	inferred	confirmed	confirmed	
10801410-3	1410	0	206	206	1	inferred	confirmed	confirmed	
10801411-0	1411	1	206	206	1	inferred	confirmed	confirmed	
10801411-1	1411	0	206	206	1	inferred	confirmed	confirmed	
10801412-0	1412	1	206	206	1	inferred	confirmed	confirmed	
10801412-1	1412	0	206	206	1	inferred	confirmed	confirmed	
10801413-0	1413	1	206	206	1	inferred	confirmed	confirmed	
10801413-1	1413	0	206	206	1	inferred	confirmed	confirmed	
10801414-0	1414	1	206	206	1	inferred	confirmed	confirmed	
10801414-1	1414	0	206	206	1	inferred	confirmed	confirmed	
10801414-2	1414	0	206	206	1	inferred	confirmed	confirmed	
10801414-3	1414	0	206	206	1	inferred	confirmed	confirmed	
10801414-4	1414	0	206	207	2	anchor	unknown	uncertain	page_end extended from 206 to 207: text_position did not indicate a real ending on page 206, and no other block won any page in between, so it must finish no earlier than the page where '10801414-5' starts.
10801414-5	1414	0	207	207	1	inferred	confirmed	confirmed	
10801415-0	1415	1	207	207	1	inferred	confirmed	confirmed	
10801415-1	1415	0	207	207	1	inferred	confirmed	confirmed	
10801415-2	1415	0	207	207	1	inferred	confirmed	confirmed	
10801415-3	1415	0	207	207	1	inferred	confirmed	confirmed	
10801416-0	1416	1	207	207	1	inferred	confirmed	confirmed	
10801416-1	1416	0	207	207	1	inferred	confirmed	confirmed	
10801417-0	1417	1	207	207	1	inferred	confirmed	confirmed	
10801417-1	1417	0	207	207	1	inferred	confirmed	confirmed	
10801418-0	1418	1	207	207	1	inferred	confirmed	confirmed	
10801418-1	1418	0	207	207	1	inferred	confirmed	confirmed	
10801419-0	1419	1	207	207	1	inferred	confirmed	confirmed	
10801419-1	1419	0	207	207	1	inferred	confirmed	confirmed	
10801420-0	1420	1	207	207	1	inferred	confirmed	confirmed	
10801420-1	1420	0	207	207	1	inferred	confirmed	confirmed	
10801421-0	1421	1	207	207	1	inferred	confirmed	confirmed	
10801421-1	1421	0	207	207	1	inferred	confirmed	confirmed	
10801421-2	1421	0	207	207	1	inferred	confirmed	confirmed	
10801421-3	1421	0	207	207	1	inferred	confirmed	confirmed	
10801422-0	1422	1	207	207	1	inferred	confirmed	confirmed	
10801422-1	1422	0	207	207	1	inferred	confirmed	confirmed	
10801422-2	1422	0	207	207	1	inferred	confirmed	confirmed	
10801423-0	1423	1	207	207	1	inferred	confirmed	confirmed	
10801423-1	1423	0	207	207	1	inferred	confirmed	confirmed	
10801424-0	1424	1	207	207	1	inferred	confirmed	confirmed	
10801424-1	1424	0	207	207	1	inferred	confirmed	confirmed	
10801425-0	1425	1	207	207	1	inferred	confirmed	confirmed	
10801425-1	1425	0	207	207	1	inferred	confirmed	confirmed	
10801425-2	1425	0	207	208	2	anchor	unknown	uncertain	page_end extended from 207 to 208: text_position did not indicate a real ending on page 207, and no other block won any page in between, so it must finish no earlier than the page where '10801425-3' starts.
10801425-3	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-4	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-5	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-6	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-7	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-8	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-9	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-10	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-11	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-12	1425	0	208	208	1	inferred	confirmed	confirmed	
10801425-13	1425	0	208	208	1	inferred	confirmed	confirmed	
10801426-0	1426	1	208	208	1	inferred	confirmed	confirmed	
10801426-1	1426	0	208	208	1	inferred	confirmed	confirmed	
10801427-0	1427	1	208	208	1	inferred	confirmed	confirmed	
10801427-1	1427	0	208	208	1	inferred	confirmed	confirmed	
10801428-0	1428	1	208	208	1	inferred	confirmed	confirmed	
10801428-1	1428	0	208	208	1	inferred	confirmed	confirmed	
10801429-0	1429	1	208	208	1	inferred	confirmed	confirmed	
10801429-1	1429	0	208	208	1	inferred	confirmed	confirmed	
10801430-0	1430	1	208	208	1	inferred	confirmed	confirmed	
10801430-1	1430	0	208	208	1	inferred	confirmed	confirmed	
